,0,1,2,3
0,5,5,0.015625953674316406,0.015625953674316406
1,5,10,0.015627145767211914,0.23441529273986816
2,5,15,0.015627384185791016,0.06250452995300293
3,5,20,0.0156252384185791,0.14063000679016113
4,5,25,0.01562786102294922,0.01562786102294922
5,5,30,0.015625476837158203,0.046874284744262695
6,5,35,0.015625953674316406,0.046874046325683594
7,5,40,0.015625476837158203,0.03125357627868652
8,5,45,0.0,0.0
9,10,5,0.015626192092895508,0.03125905990600586
10,10,10,0.015625953674316406,0.015625953674316406
11,10,15,0.015626192092895508,0.03125119209289551
12,10,20,0.015624046325683594,0.031249284744262695
13,10,25,0.01562643051147461,0.031252384185791016
14,10,30,0.0156252384185791,0.0156252384185791
15,10,35,0.015624761581420898,0.031249284744262695
16,10,40,0.015625476837158203,0.0468754768371582
17,10,45,0.015625476837158203,0.03125190734863281
18,15,5,0.04687333106994629,0.04687333106994629
19,15,10,0.031249046325683594,0.04687643051147461
20,15,15,0.04687309265136719,0.04687309265136719
21,15,20,0.031249523162841797,0.0468754768371582
22,15,25,0.046877384185791016,0.06250405311584473
23,15,30,0.03125882148742676,0.06250166893005371
24,15,35,0.031241416931152344,0.062493324279785156
25,15,40,0.046877384185791016,0.0625009536743164
26,15,45,0.04688382148742676,0.06250405311584473
27,20,5,0.06250214576721191,0.07812809944152832
28,20,10,0.07819318771362305,0.09381890296936035
29,20,15,0.06250309944152832,0.07813906669616699
30,20,20,0.06259322166442871,0.09384942054748535
31,20,25,0.06250405311584473,0.09375572204589844
32,20,30,0.06250286102294922,0.09375524520874023
33,20,35,0.06250119209289551,0.09375286102294922
34,20,40,0.07812833786010742,0.09375238418579102
35,20,45,0.06249666213989258,0.0937495231628418
36,25,5,0.10937070846557617,0.12499618530273438
37,25,10,0.10938239097595215,0.12500762939453125
38,25,15,0.10938310623168945,0.12500858306884766
39,25,20,0.09375786781311035,0.1250154972076416
40,25,25,0.10938215255737305,0.12500858306884766
41,25,30,0.09375643730163574,0.12500524520874023
42,25,35,0.10938167572021484,0.14063334465026855
43,25,40,0.10938787460327148,0.14063334465026855
44,25,45,0.09375715255737305,0.12500667572021484
45,30,5,0.14071083068847656,0.15633201599121094
46,30,10,0.15624618530273438,0.18749737739562988
47,30,15,0.14063119888305664,0.15625715255737305
48,30,20,0.14070963859558105,0.1875908374786377
49,30,25,0.15625715255737305,0.1875157356262207
50,30,30,0.14063215255737305,0.17188429832458496
51,30,35,0.14063167572021484,0.17188310623168945
52,30,40,0.14063191413879395,0.18750715255737305
53,30,45,0.1406388282775879,0.17188215255737305
54,35,5,0.18750238418579102,0.21875452995300293
55,35,10,0.18750810623168945,0.21876049041748047
56,35,15,0.18750977516174316,0.21876239776611328
57,35,20,0.18750977516174316,0.23438501358032227
58,35,25,0.20313620567321777,0.23438787460327148
59,35,30,0.20313501358032227,0.2343904972076416
60,35,35,0.20313525199890137,0.25001096725463867
61,35,40,0.20313549041748047,0.2500119209289551
62,35,45,0.20313572883605957,0.2500143051147461
63,40,5,0.2500121593475342,0.2812643051147461
64,40,10,0.2501058578491211,0.2813572883605957
65,40,15,0.2500624656677246,0.2813136577606201
66,40,20,0.2656381130218506,0.31252336502075195
67,40,25,0.25001096725463867,0.29698801040649414
68,40,30,0.2500150203704834,0.2968919277191162
69,40,35,0.25022196769714355,0.29709839820861816
70,40,40,0.26570844650268555,0.31258654594421387
71,40,45,0.265639066696167,0.3281409740447998
72,45,5,0.3281431198120117,0.35939478874206543
73,45,10,0.3125147819519043,0.3437671661376953
74,45,15,0.3281426429748535,0.3593926429748535
75,45,20,0.3125159740447998,0.3437676429748535
76,45,25,0.3125171661376953,0.3593943119049072
77,45,30,0.3125174045562744,0.3593921661376953
78,45,35,0.3281409740447998,0.3906421661376953
79,45,40,0.3125131130218506,0.3750166893005371
80,45,45,0.3125143051147461,0.39064884185791016
